original_text,translation_method,model1_name,model1_translation,model2_name,model2_translation,model3_name,model3_translation,model4_name,model4_translation
"Forests are vital for our planet, providing air, homes for wildlife and resources we rely on.",neural_machine_translation,GPTSw3 - 6.7B,"Skógir eru alneyðugir fyri okkara jørð, veita luft, heim til djóralív og tilfeingi, sum vit hava brúk fyri.",Claude,"Skógir eru lívsneyðugir fyri okkara jørð, tí teir veita luft, heim fyri villini og tilfeingi, sum vit eru bundin at.",NLLB 1.3,"Skógir eru alneyðugar fyri okkara gongustjørnu, teir veita luft, heim til villdjór og tilfeingi, sum vit líta á.",Llama 3.1 - 8B,"Skógir eru alneyðugar fyri okkara gongustjørnu, teir veita okkum luft, bústað til villdjór og tilfeingi, vit eru bundin at."
"In the Nordic region, there are longstanding traditions of sustainable forestry and over 100.000 people are employed in the forestry sector.",neural_machine_translation,GPTSw3 - 6.7B,"Í norðurevropa eru langrøkin siðvenjur um varandi skógrækt, og yvir 100.000 fólk eru í starvi í skógræktargeiranum.",Claude,"Í Norðurlondum eru gamlar siðvenjur við burðardyggum skógarhaldi, og yvir 100.000 fólk starvast í skógarvinnu.",NLLB 1.3,Í Norðurlondum eru gamlar siðvenjur í burðardyggum skógarbrúki og yvir 100.000 fólk eru sett í starv í skógarbrúkinum.,Llama 3.1 - 8B,"Í norðurlendskum londum er tað ein langur siður av varandi skógarvøkstri, og yvir 100.000 fólk arbeiða í skógarvinnuni."
Sustainable forest management is based on strong scientific foundation coming from academic institutions.,neural_machine_translation,GPTSw3 - 6.7B,Vistfrøðiligur fyrisiting av skógum er grundað á sterka vísindaliga grund frá fróðskaparsetrum.,Claude,"Burðardygg skógarrøkt er grundað á sterkan vísindarligan grundvøll, sum kemur frá akademiskum stovnum.",NLLB 1.3,"Varandi skógarstýring er grundað á sterkan vísindaligan grundarlag, sum kemur frá akademiskum stovnum.",Llama 3.1 - 8B,Varandi skógarstjórn er grundað á sterkum vísindaligum grundarlagi frá hægri skúlum.
Nám and the Faculty of Education sign a collaboration agreement,neural_machine_translation,GPTSw3 - 6.7B,Nám og Fróðskaparsetrið skriva undir eina samstarvsavtalu.,Claude,Nám og Námsvísindadeildin undirskriva samstarvsavtalu,NLLB 1.3,Námi og Mentanardeildin skriva undir samstarvsavtalu,Llama 3.1 - 8B,Nám og lærdafrøði skúlan skriva undir eina samstarvssáttmála.
Now we are formalizing and expanding the collaboration for the benefit of the educational system in the Faroe Islands.,neural_machine_translation,GPTSw3 - 6.7B,Nú formalisera vit og víðka samstarvið til frama fyri útbúgvingarskipanina á Fjóni.,Claude,Nú eru vit at formalisera og víðka um samstarvið til frama fyri útbúgvingarskipanina í Føroyum.,NLLB 1.3,Nú eru vit í ferð við at formalisera og víðka samstarvið til frama fyri útbúgvingarskipanina í Føroyum.,Llama 3.1 - 8B,Nú gera vit tað formelt og víðka samstarvið fyri at gera fyrimun til útbúgvingarskipanina í Føriuoyggjunum.
"This includes daycares, primary schools, and secondary schools.",neural_machine_translation,GPTSw3 - 6.7B,"Hetta fevnir um barnagarðar, grunnskúlar og miðnámsskúlar.",Claude,"Hetta fevnir um barnagarðar, fólkaskúlar og miðnámsskúlar.",NLLB 1.3,"Hetta fevnir um dagstovnar, fólkaskúlar og miðnámsskúlar.",Llama 3.1 - 8B,"Hetta fevnir um daghús, barnaskúlar og studentaskúlar."
A collaboration committee will now be established to manage the agreement and implement the collaboration.,neural_machine_translation,GPTSw3 - 6.7B,Ein samstarvsnevnd verður nú sett á stovn fyri at umsita sáttmálan og seta samstarvið í verk.,Claude,Ein samstarvsnevnd verður nú sett á stovn fyri at umsita avtaluna og seta samstarvið í verk.,NLLB 1.3,Ein samstarvsnevnd verður nú sett á stovn at umsita sáttmálan og fremja samstarvið.,Llama 3.1 - 8B,Ein samstarvsnæmingur verður nú settur at stjórna av sáttmálanum og framdja samstarvið.
The committee will meet at least three times a year.,neural_machine_translation,GPTSw3 - 6.7B,Nevndin fer at møta í minsta lagi tríggjar ferðir um árið.,Claude,Nevndin fer at hittast í minsta lagi tríggjar ferðir um árið.,NLLB 1.3,Nevndin fer at fundast í minsta lagi tríggjar ferðir um árið.,Llama 3.1 - 8B,Nevndin fer at møtast í minsta lagi tríggjar ferðir um árið.
Private companies increase research and development,neural_machine_translation,GPTSw3 - 6.7B,Privatar fyritøkur økja gransking og menning.,Claude,Privat fyritøkur økja um gransking og menning.,NLLB 1.3,Privatar fyritøkur økja um gransking og menning,Llama 3.1 - 8B,Privatar fyritøkur økjast um kanning og menning.
This corresponds to 1.5 percent of the gross domestic product (GDP).,neural_machine_translation,GPTSw3 - 6.7B,"Hetta svarar til 1,5 prosent av bruttotjóðarúrtøkuni (BTÚ).",Claude,"Hetta svarar til 1,5 prosent av bruttotjóðarúrtøkuni (BTÚ).",NLLB 1.3,"Hetta svarar til 1,5 prosent av bruttotjóðarúrtøkuni (BNP).",Llama 3.1 - 8B,"Hetta svarar til 1,5 prosent av búðskaparinnbúgvingini (GDP)."
The figures are 0.6 percentage points higher than in 2003 when the last survey of expenditure on research and development was conducted.,neural_machine_translation,GPTSw3 - 6.7B,"Tølini eru 0,6 prosentstig hægri enn í 2003, tá seinasta kanningin av útreiðslum til gransking og menning varð gjørd.",Claude,"Tølini eru 0,6 prosentstig hægri enn í 2003, tá ið seinasta kanning av útreiðslum til gransking og menning varð gjørd.",NLLB 1.3,"Tølini eru 0,6 prosentstig hægri enn í 2003, tá seinasta kanningin av útreiðslunum til gransking og menning varð gjørd.",Llama 3.1 - 8B,"Talið er 0,6 prosentstig hægri enn í 2003, tá síðsta kanningin um útreiðslur á gransking og menning varð gjørd."
"Despite the growth, expenditure on research and development in the Faroe Islands as a share of GDP is lower than in the other Nordic countries.",neural_machine_translation,GPTSw3 - 6.7B,"Hóast vøksturin, er útreiðslan til gransking og menning í Føroyum sum partur av BTÚ lægri enn í hinum norðulondunum.",Claude,"Hóast vøksturin, er útreiðslan til gransking og menning í Føroyum sum partur av bruttotjóðarúrtøkuni lægri enn í hinum Norðurlondunum.",NLLB 1.3,"Hóast vøksturin, eru útreiðslurnar til gransking og menning í Føroyum sum partur av BTÚ lægri enn í hinum norðurlondunum.",Llama 3.1 - 8B,"Hóast vøksturin, er útreiðslan á gransking og menning í Føri í mun til BNP lægri enn í hinum nordisku londunum."
"In Denmark the expenditure is 2.9 percent, in Iceland 2.7 percent, in Norway 1.6 percent, and in Sweden 3.4 percent.",neural_machine_translation,GPTSw3 - 6.7B,"Í Danmark er útreiðslan 2,9 prosent, í Íslandi 2,7 prosent, í Noregi 1,6 prosent og í Svøríki 3,4 prosent.",Claude,"Í Danmark er útreiðslan 2,9 prosent, í Íslandi 2,7 prosent, í Noregi 1,6 prosent, og í Svøríki 3,4 prosent.",NLLB 1.3,"Í Danmark er útreiðslan 2,9 prosent, í Íslandi 2,7 prosent, í Noregi 1,6 prosent, og í Svøríki 3,4 prosent.",Llama 3.1 - 8B,"Í Danmark er útreiðslan 2,9 prosent, í Íslandi 2,7 prosent, í Noregi 1,6 prosent og í Svøríki 3,4 prosent."
In 2000 the Council of Europe recommended that all European countries should spend 3 percent of GDP on research and development in 2010.,neural_machine_translation,GPTSw3 - 6.7B,"Í 2000 mælti Evropa ráðið til, at øll evropeisk lond skuldu brúka 3 prosent av bruttotjóðarúrtøkuni til gransking og menning í 2010.",Claude,"Í 2000 mælti Evroparáðið til, at øll evropisk lond skuldu brúka 3 prosent av bruttotjóðarúrtøkuni til gransking og menning í 2010.",NLLB 1.3,"Í 2000 mælti Europaráðið til, at øll evropeisk lond skuldu brúka 3 prosent av BTÚ til gransking og menning í 2010.",Llama 3.1 - 8B,"Í 2000 viðmælti ráðstevnan í Evropa, at allir evropeiskir lond skuldu brúka 3 prosent av BNP á gransking og menning í 2010."
The Faroe Islands are still far from this goal.,neural_machine_translation,GPTSw3 - 6.7B,Føroyar eru enn langt frá hesum máli.,Claude,Føroyar eru enn langt frá hesum máli.,NLLB 1.3,Føroyar eru enn langt frá hesum málinum.,Llama 3.1 - 8B,Ferðin er enn langt frá hesum málinum.
Private companies have highest growth.,neural_machine_translation,GPTSw3 - 6.7B,Fíggjarfyritøkur hava hægsta vøksturin.,Claude,Privat fyritøkur hava hægsta vøkstur.,NLLB 1.3,Privatar fyritøkur hava hægsta vøkstur.,Llama 3.1 - 8B,Privatar fyritøkur hava størsta vøkstur.
Private companies account for more than two thirds of the research and development expenditure in the Faroe Islands.,neural_machine_translation,GPTSw3 - 6.7B,Fólkafyritøkur standa fyri meira enn tveimum triðingum av granskingar- og nýskapanarkostnaðinum í Færeyjum.,Claude,Privat fyritøkur standa fyri meira enn tveimum triðingum av útreiðslunum til gransking og menning í Føroyum.,NLLB 1.3,Privatar fyritøkur standa fyri meira enn tveimum triðingum av útreiðslunum til gransking og menning í Føroyum.,Llama 3.1 - 8B,Privatar fyritøkur taka meir enn tveir triðingar av kanningar og menningarútreiðslunum í Føriuoyggjunum.
Companies conduct research for 1.1 percent of GDP while public institutions conduct research for 0.4 percent.,neural_machine_translation,GPTSw3 - 6.7B,"Fyritøkur gera kanningar fyri 1,1 prosent av BTÚ, meðan almennar fyritøkur gera kanningar fyri 0,4 prosent.",Claude,"Fyritøkur gera gransking fyri 1,1 prosent av BTÚ, meðan almennar stovnar gera gransking fyri 0,4 prosent.",NLLB 1.3,"Fyritøkur gera gransking fyri 1,1 prosent av BTÚ meðan almennar stovnar gera gransking fyri 0,4 prosent.",Llama 3.1 - 8B,"Fyritøkur gera kanningar fyri 1,1 prosent av BNP, meðan almennu stovnar gera kanningar fyri 0,4 prosent."
This is much higher than in 2003 when private companies accounted for 0.2 percent of the research and the public sector for 0.7 percent.,neural_machine_translation,GPTSw3 - 6.7B,"Hetta er nógv hægri enn í 2003, tá privatar fyritøkur vóru 0,2 prosent av granskingini og almenna geirin 0,7 prosent.",Claude,"Hetta er nógv hægri enn í 2003, tá ið privat feløg stóðu fyri 0,2 prosentum av granskingini og almenna geiran fyri 0,7 prosentum.",NLLB 1.3,"Hetta er nógv hægri enn í 2003, tá privatar fyritøkur svaraðu fyri 0,2 prosent av granskingini og tað almenna fyri 0,7 prosent.",Llama 3.1 - 8B,"Hetta er nógv hægri enn í 2003, tá privatar fyritøkur høvdu 0,2 prosent av kanningini og almennar fyritøkur 0,7 prosent."
More than half of the research and development in the private sector takes place in the resource industries.,neural_machine_translation,GPTSw3 - 6.7B,Meira enn helmingurin av gransking og menning í vinnuni fer fram í tilfeingisvinnuni.,Claude,Meira enn helvtin av gransking og menning í privata geiranum fer fram í tilfeingisvinnunum.,NLLB 1.3,Meira enn helvtin av gransking og menning í privatu vinnuni fer fram í tilfeingisvinnuni.,Llama 3.1 - 8B,Meira enn helvtin av kanningar og menning í privatu sektori verður gjørd í námsídnaðinum.
Within these industries aquaculture is accounting for almost all the research and development.,neural_machine_translation,GPTSw3 - 6.7B,Innan hesar ídnaðirnar er vatnaídnaðurin umleið helvtin av allari gransking og menning.,Claude,Innan hesar vinnugreinar stendur aling fyri nærum allari gransking og menning.,NLLB 1.3,Í hesum vinnugreinum stendur alivinnan fyri næstan allari gransking og menning.,Llama 3.1 - 8B,Í hesum vinnuni tekur akvakultur næstan alla granskingina og menningina.
Manufacturing and service industries account for 7 percent and 35 percent of the private research and development expenditure.,neural_machine_translation,GPTSw3 - 6.7B,Ídnaðar- og tænastufyritøkur svara fyri 7 prosentum og 35 prosentum av útreiðslunum til gransking og nýskapan í privatu fyritøkuni.,Claude,Framleiðslu- og tænastuvinnur standa fyri ávikavist 7 prosent og 35 prosent av privatu granskingar- og menningarútreiðslunum.,NLLB 1.3,Framleiðsla og tænastuvinna standa fyri 7 prosentum og 35 prosentum av privatum granskingar- og menningarútreiðslum.,Llama 3.1 - 8B,Ídnaðar- og tænastuvinnan kosta 7 prosent og 35 prosent av stovnsroyndunum í smáum fyritøkum.
The Council of Europe has recommended that the private sector should spend 2 percent and the public sector 1 percent of GDP.,neural_machine_translation,GPTSw3 - 6.7B,"Evropa ráðið hevur mælt til, at privati sektorurin skal brúka 2 prosent og almenni sektorurin 1 prosent av BTÚ.",Claude,"Evroparáðið hevur mælt til, at privati geirin skal brúka 2 prosent og almennur geirin 1 prosent av bruttotjóðarúrtøkuni.",NLLB 1.3,"Europaráðið hevur mælt til, at tað privata skal brúka 2 prosent og tað almenna 1 prosent av BTÚ.",Llama 3.1 - 8B,"Ráðið í Europa hevur viðmælt, at privati sektorið skuldi brúkt 2 prosent og almenni sektorið 1 prosent av BNP."
The number of researchers has doubled.,neural_machine_translation,GPTSw3 - 6.7B,Talið av granskarum er tvífaldað.,Claude,Talið á granskarum er tvífaldað.,NLLB 1.3,Talið av granskarum er tvífaldað.,Llama 3.1 - 8B,Talið á granskarum er tvífaldast.
The number of researchers in the Faroe Islands has more than doubled over the past 20 years.,neural_machine_translation,GPTSw3 - 6.7B,Talið av granskarum á Færeyjum er meira enn tvífaldað seinastu 20 árini.,Claude,Talið av granskarum í Føroyum er meira enn tvífaldað tey seinastu 20 árini.,NLLB 1.3,Talið av granskarum í Føroyum er meira enn tvífaldað seinastu 20 árini.,Llama 3.1 - 8B,Talið á granskarum í Førium er meira enn tvífaldast síðstu tjúgu árini.
In 2022 research and development covered a total of 276 years´ work.,neural_machine_translation,GPTSw3 - 6.7B,Í 2022 vóru 276 ár av gransking og menning í alt.,Claude,Í 2022 fevndi gransking og menning um tilsamans 276 ára arbeiði.,NLLB 1.3,Í 2022 fevndi gransking og menning um tilsamans 276 ára arbeiði.,Llama 3.1 - 8B,Í 2022 fevndi kanning og menning um altíð 276 ár.
In 2003 the years´ work were 131.,neural_machine_translation,GPTSw3 - 6.7B,Í 2003 vóru arbeiðsárini 131.,Claude,Í 2003 vóru ársverk 131.,NLLB 1.3,Í 2003 vóru árnar í arbeiði 131.,Llama 3.1 - 8B,Í 2003 vóru ársins arbeiði 131.
"Approximately the same number of women and men are researchers, 153 men and 123 women.",neural_machine_translation,GPTSw3 - 6.7B,"Umleið somu mongd av kvinnum og monnum eru granskarar, 153 menn og 123 kvinnur.",Claude,"Umleið líka nógvir menn og kvinnur eru granskarar, 153 menn og 123 kvinnur.",NLLB 1.3,"Umleið tað sama talið av kvinnum og monnum eru granskarar, 153 menn og 123 kvinnur.",Llama 3.1 - 8B,"Umleið tað sama talið av kvinnum og monnum eru granskarar, 153 menn og 123 kvinnur."
"However, there are more male technicians and scientific assistants.",neural_machine_translation,GPTSw3 - 6.7B,Tó eru fleiri mannligir serfrøðingar og vísindaligar hjálparfólk.,Claude,Tó eru fleiri mannligir tøkningar og vísindaligir hjálparfólk.,NLLB 1.3,Tó eru tað fleiri mannligir teknikarar og vísindaligir hjálparfólk.,Llama 3.1 - 8B,Í hvussu er eru fleiri mannfólk tøknarar og vísindaligir hjálparar.
More than 20 other senior figures in the party are also facing the same charges.,neural_machine_translation,GPTSw3 - 6.7B,Meira enn 20 aðrir høvuðsfigurar í flokkinum eru eisini undir illgruna.,Claude,Meira enn 20 aðrir hægri leiðarar í flokkinum standa eisini yvir fyri somu ákærum.,NLLB 1.3,Meira enn 20 aðrir leiðandi persónar í flokkinum standa eisini fyri somu ákærum.,Llama 3.1 - 8B,Meira enn 20 onnur høgar starvsfólk í flokkinum standa eisini fyri sama skuldseting.
They are accused of hiring assistants who worked on party affairs rather than for the European parliament which paid them.,neural_machine_translation,GPTSw3 - 6.7B,"Tey eru ákærd fyri at seta starvsfólk, sum arbeiddu við partiarbeiði heldur enn fyri Evropaparlamentið, sum rindaði teimum.",Claude,"Teir verða ákærdir fyri at hava sett hjálparfólk í starv, sum arbeiddu við floksmálum heldur enn fyri Evropatingið, sum rindaði teimum.",NLLB 1.3,"Teir eru lagdir undir at seta hjálparfólk í starv, sum arbeiddu við floksmálum heldur enn fyri ES parlamentið, sum gav teimum løn.",Llama 3.1 - 8B,"Tey eru ákærd fyri at hava sett í starv hjáleiðarar, sum arbeiddu fyri floks viðurskifti heldur enn fyri Evropa-parlamentið, sum rindaði teimum."
"She has denied wrongdoing, and party spokesman Laurent Jacobelli said ""we are going to prove that there is no system to embezzle money from the EU"".",neural_machine_translation,GPTSw3 - 6.7B,"Hon hevur noktað fyri at hava gjørt nakað skeivt, og talsmaðurin hjá flokkinum, Laurent Jacobelli, segði ""vit fara at prógva, at har er eingin skipan at embezzle pengar frá ES"".",Claude,"Hon hevur avnokta skeivleika, og flokkatalari Laurent Jacobelli segði ""vit fara at prógva, at einki skipan er til at svíkja pening frá ES"".",NLLB 1.3,"Hon hevur noktað seg sekan, og floksformaðurin Laurent Jacobelli segði ""vit fara at prógva, at tað er eingin skipan at svika pengar úr ES"".",Llama 3.1 - 8B,"Hon noktar fyri at hava gjørt skeivt, og floksmálarin Laurent Jacobelli sigur, at vit fara at prógva, at eingin skipan er til at svika pengar úr ES."
"Tributes have been paid to Kris Kristofferson, the award-winning country singer and actor following his death at the age of 88.",neural_machine_translation,GPTSw3 - 6.7B,"Minnisgávur eru givnar til Kris Kristofferson, virðislønta countrysangaran og sjónleikaran, eftir at hann doyði 88 ára gamal.",Claude,"Heiðursorð eru givin Kris Kristofferson, tí heiðraða country-sangara og leikara, eftir at hann doyði 88 ára gamal.",NLLB 1.3,"Heiðursmerki eru løgd til Kris Kristofferson, virðislønta countrysangaran og sjónleikaran eftir at hann doyði sum 88 ára gamal.",Llama 3.1 - 8B,"Tilbiðingar hava verið rópt upp fyri Kris Kristofferson, tann virðisløntaða country sangaran og sjónleikaran, eftir at hann doyði á 88 ára aldri."
"Dolly Parton wrote: ""What a great loss. What a great writer. What a great actor. What a great friend.""",neural_machine_translation,GPTSw3 - 6.7B,"Dolly Parton skrivaði: ""Sum tað er ein stórur missur. Sum tað er ein stórur rithøvundur. Sum tað er ein stórur sjónleikari. Sum tað er ein stórur vinur.""",Claude,"Dolly Parton skrivaði: ""Hvat eitt stórt tap. Hvat ein stórur rithøvundur. Hvat ein stórur leikari. Hvat ein góður vinur.""",NLLB 1.3,"""Dolly Parton skrivaði: ""Sum ein stórur missur. Sum ein stórur høvundur. Sum ein stórur sjónleikari. Sum ein stórur vinur.""",Llama 3.1 - 8B,"Dolly Parton skrivaði: ""Tað var ein stórur missur. Tað var ein stórur høvundur. Tað var ein stórur sjónleikari. Tað var ein stórur vinur."""
"She finished her post on social media with the words ""I will always love you"", a nod to one of her most famous songs.",neural_machine_translation,GPTSw3 - 6.7B,"Hon endaði sína post á sosialu miðlunum við orðunum ""Eg fari altíð at elska teg"", sum er eitt tekin til ein av hennara kendastu sangum.",Claude,"Hon endaði sín boðskap á sosialu miðlunum við orðunum ""Eg fari altíð at elska teg"", eitt vink til eitt av hennara mest kendu løgum.",NLLB 1.3,"Hon endaði sítt innlegg á sosialu miðlunum við orðunum ""I will always love you"", eitt nikki til ein av hennara kendastu sangum.",Llama 3.1 - 8B,"Hon endaði sín post á sosialu miðlunum við orðunum ""Eg fari altíð at elska teg"", ein tilspurningur til ein av hennara kendastu sangum."
"Barbra Streisand said she ""knew he was something special"" the first time she saw him perform.",neural_machine_translation,GPTSw3 - 6.7B,"Barbra Streisand segði, at hon ""kendi, at hann var nakað serligt"" fyrstu ferð, hon sá hann framføra.",Claude,"Barbra Streisand segði, at hon ""visti, at hann var nakað serligt"" fyrstu ferð, hon sá hann framføra.",NLLB 1.3,"Barbra Streisand segði, at hon "" visti, at hann var nakað serligt"" fyrstu ferð, hon sá hann framføra.",Llama 3.1 - 8B,"Barbra Streisand segði, at hon visti, at hann var ""nakað serligt"" fyrstu ferð, hon sá hann framføra."
Kristofferson and Streisand went on to share top billing in the 1976 remake of the film A Star Is Born.,neural_machine_translation,GPTSw3 - 6.7B,Kristofferson og Streisand fóru at hava høvuðsleiklutin í endurgerðini av filminum A Star Is Born í 1976.,Claude,Kristofferson og Streisand fingu síðani høvuðsleiklutin í endurfilmingini av filminum A Star Is Born í 1976.,NLLB 1.3,Kristofferson og Streisand fóru víðari til at býta toppløn í endurnýggjanini frá 1976 av filminum A Star Is Born.,Llama 3.1 - 8B,Kristofferson og Streisand hildu fram at hava fremst framboð í nýggjum útgávu av filminum A Star Is Born frá 1976.
"Switzerland and Italy have redrawn part of their border in the Alps due to melting glaciers, caused by climate change.",neural_machine_translation,GPTSw3 - 6.7B,"Sveits og Italia hava strikað partar av landamørkini í Alpunum av smeltandi jøklum, sum eru orsakað av veðurlagsbroytingum.",Claude,"Sveis og Italia hava umteknað part av markinum millum teirra í Alpunum orsakað av bráðnandi jøklum, sum eru elvdir av veðurlagsbroytingum.",NLLB 1.3,"Sveis og Italia hava teknað aftur ein part av markinum í Alpunum, tí jøklarnir bráðna, orsakað av veðurlagsbroytingunum.",Llama 3.1 - 8B,"Sveis og Italia hava endurskiftið partin av markinum í Alpunum, orsakað av smeltandi jøklum, sum stendst av veðurlagsbroytingum."
"Part of the area affected will be beneath the Matterhorn, one of Europe's tallest mountains, and close to a number of popular ski resorts.",neural_machine_translation,GPTSw3 - 6.7B,"Ein partur av økinum, sum verður raktur, liggur undir Matterhorn, einum av teimum hægstu fjøllunum í Evropa, og tætt við fleiri vælumtókt skíðstað.",Claude,"Partur av økinum, sum verður ávirkað, fer at vera undir Matterhorn, einum av hægstu fjøllunum í Evropa, og tætt við fleiri vælumtóktar skíðistaðir.",NLLB 1.3,"Ein partur av økinum, sum verður rakt, verður undir Matterhorn, einum av teimum hægstu fjøllunum í Evropa, og tætt við eina røð av vælumtóktum skíðøðum.",Llama 3.1 - 8B,"Partur av økinum, sum verður ávirkaður, verður undir Matterhorn, einum av teimum hægstu fjøllunum í Evropa, og nær við fleiri væl dámd skíðferðavistar."
"With roughly half of the UK's households flying once a year, how people behave on planes is an ongoing bugbear.",neural_machine_translation,GPTSw3 - 6.7B,"Tá umleið helvtin av húsarhaldunum í Bretlandi flúgva eina ferð um árið, er tað ein støðug ræðsla, hvussu fólk bera seg at í flogførum.",Claude,"Við umleið helvtini av húsarhaldunum í Bretlandi, sum flúgva eina ferð um árið, er atferðin hjá fólki í flogførum ein støðugur ergur.",NLLB 1.3,"Við tað at umleið helvtin av bretsku húsarhaldum flúgva eina ferð um árið, er tað ein áhaldandi trupulleiki, hvussu fólk bera seg at í flogførum.",Llama 3.1 - 8B,"Við umleið hálvum av húshaldunum í Bretlandi, sum flúgva eina ferð um árið, hvussu fólk bera seg at á flogførum, er ein áhaldandi plága."
"Eight months later, Kartal is now digesting the best season of her career.",neural_machine_translation,GPTSw3 - 6.7B,Eftir átta mánaðir er Kartal nú við at skilja besta árstíðina í hennara yrkisleið.,Claude,Átta mánaðir seinni er Kartal nú við at melna besta kappingarárið í sínum yrkislívi.,NLLB 1.3,Átta mánaðir seinni er Kartal nú farin at sodna bestu sesongina í hennara yrkisleið.,Llama 3.1 - 8B,"Átta mánaðar seinni, so er Kartal nú í ferð við at sodna um tað bestu árið í hennara yrkisleið."
"A fortnight ago she won her maiden WTA Tour title in Monastir, cracking the world's top 100 for the first time on the back of it.",neural_machine_translation,GPTSw3 - 6.7B,"Fyri einum mánaði síðan vann hon sín fyrsta WTA Tour titil í Monastir, og kláraði at koma í heimsins 100 bestu fyri fyrstu ferð.",Claude,"Fyri tveimum vikum síðani vann hon sín fyrsta WTA Tour-heitin í Monastir, og kom fyri fyrstu ferð inn millum tær 100 bestu í heiminum sum úrslit av tí.",NLLB 1.3,"Fyri fjúrtan døgum síðani vann hon sítt fyrsta WTA Tour heiti í Monastir, har hon fyri fyrstu ferð fór upp í heimsins topp 100 á rygginum.",Llama 3.1 - 8B,"Fyri einari viku síðani vann hon sína fyrstu WTA Tour heiðursløn í Monastir, og tað gjørdi, at hon fór upp í heimsins bestu 100 fyri fyrstu ferð."
The year started positively.,neural_machine_translation,GPTSw3 - 6.7B,Árið byrjaði við góðum hug.,Claude,Árið byrjaði jaligt.,NLLB 1.3,Árið byrjaði positivt.,Llama 3.1 - 8B,Árið byrjaði uppá gott.
"""This storm has brought catastrophic devastation... of historic proportions,"" North Carolina Governor Roy Cooper said.",neural_machine_translation,GPTSw3 - 6.7B,"""Hesin ódnin hevur havt við sær ógvisligar skaðar... í søguligum støddum,"" segði Roy Cooper, guvernørur í North Carolina.",Claude,"""Hesin stormurin hevur havt við sær oyðilegging av søguligum vavi,"" segði Roy Cooper, landsstýrismaður í North Carolina.",NLLB 1.3,"""Hesin stormur hevur elvt til vanlukkuliga oyðing... av søguligum støddum,"" segði Roy Cooper, guvernørur í North Carolina.",Llama 3.1 - 8B,"""Hetta stormið hevur verið ein ólukkaður oyðing... av søguligum støddum,"" segði Roy Cooper, guvernørur í Norður Carolina."
"""People are desperate for help and we are pushing to get it to them - it is a massive effort,"" Governor Cooper said.",neural_machine_translation,GPTSw3 - 6.7B,"""Fólk eru óð eftir hjálp, og vit leggja alla orku í at fáa hana til teirra - tað er ein stór uppgáva,"" segði guvernør Cooper.",Claude,"""Fólk eru í neyð eftir hjálp, og vit stríðast fyri at fáa hana til teirra - tað er ein risastórur innsatsur,"" segði landsstjórin Cooper.",NLLB 1.3,"""Fólk eru frá sær sjálvum eftir hjálp, og vit trýsta fyri at fáa hana til teirra - tað er eitt stórt arbeiði,"" segði Cooper guvernørur.",Llama 3.1 - 8B,"""Fólk eru frá sær sjálvum av hjálp, og vit stríðast fyri at fáa tað til teirra - tað er ein stórur stríður,"" segði Cooper, guvernørur."
The US and China are the two largest economies in the world.,neural_machine_translation,GPTSw3 - 6.7B,USA og Kina eru heimsins tvey størstu búskapir.,Claude,USA og Kina eru tey bæði størstu búskaparøkini í heiminum.,NLLB 1.3,USA og Kina eru tvey tey størstu búskapirnir í heiminum.,Llama 3.1 - 8B,USA og Kina eru tvey størstu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparligu búðskaparlig
"The US-China rivalry, in the view of many international analysts, will be the defining global theme of the 21st Century.",neural_machine_translation,GPTSw3 - 6.7B,"Kina og USA kappast, heldur nógvir altjóða greiningarfólk, verður tað eyðkenda altjóða evnið í 21. øld.",Claude,"Kappingin millum USA og Kina verður, sambært nógvum altjóða serfrøðingum, tað avgerandi altjóða evnið í 21. øld.",NLLB 1.3,"USA-Kina kappingin, eftir sjónarmiðinum hjá nógvum altjóða greinarum, fer at vera avgerandi altjóða evnið í 21. øld.",Llama 3.1 - 8B,"Kappingin millum USA og Kina, sambært nógvum altjóðaðum granskarum, verður tað týðandi altjóðaða evnið í 21. øld."
